學號,10101性別,10102性別,10201性別,10202性別,10301性別,10302性別,10401性別,10402性別,10101身分甲,10102身分甲,10201身分甲,10202身分甲,10301身分甲,10302身分甲,10401身分甲,10402身分甲,10101身分乙,10102身分乙,10201身分乙,10202身分乙,10301身分乙,10302身分乙,10401身分乙,10402身分乙,10101身分丙,10102身分丙,10201身分丙,10202身分丙,10301身分丙,10302身分丙,10401身分丙,10402身分丙
410174430,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410174431,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410174432,女性,女性,女性,女性,女性,女性,女性,女性,原住民,原住民,原住民,原住民,原住民,原住民,原住民,原住民,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410174433,女性,女性,女性,女性,女性,女性,女性,-,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410174434,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410174435,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410174436,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410174437,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410174438,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410174439,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410174440,女性,女性,女性,女性,女性,女性,女性,女性,離島地區學生,離島地區學生,離島地區學生,離島地區學生,離島地區學生,離島地區學生,離島地區學生,離島地區學生,甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410174441,女性,女性,女性,女性,女性,女性,女性,女性,離島地區學生,離島地區學生,離島地區學生,離島地區學生,離島地區學生,離島地區學生,離島地區學生,離島地區學生,甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),甄選入學(個人),一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410174442,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410174443,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410174444,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410174445,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410174446,女性,女性,女性,女性,女性,女性,女性,-,一般生,一般生,一般生,一般生,一般生,一般生,一般生,-,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,繁星推薦,-,一般生,一般生,一般生,一般生,一般生,一般生,一般生,-
410174447,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,身心障礙甄試,身心障礙甄試,身心障礙甄試,身心障礙甄試,身心障礙甄試,身心障礙甄試,身心障礙甄試,身心障礙甄試,視障生,視障生,視障生,視障生,視障生,視障生,視障生,視障生
410174448,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,身心障礙甄試,身心障礙甄試,身心障礙甄試,身心障礙甄試,身心障礙甄試,身心障礙甄試,身心障礙甄試,身心障礙甄試,視障生,視障生,視障生,視障生,視障生,視障生,視障生,視障生
410174449,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,身心障礙甄試,身心障礙甄試,身心障礙甄試,身心障礙甄試,身心障礙甄試,身心障礙甄試,身心障礙甄試,身心障礙甄試,視障生,視障生,視障生,視障生,視障生,視障生,視障生,視障生
410174450,女性,女性,女性,女性,女性,女性,女性,女性,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410174451,女性,女性,女性,女性,女性,女性,女性,女性,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410174452,女性,女性,女性,女性,女性,女性,女性,女性,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410174453,男性,男性,男性,男性,男性,男性,男性,男性,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,僑港澳生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,海外聯招生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410176001,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410176002,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410176003,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410176004,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410176005,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410176006,男性,男性,男性,-,-,-,-,-,一般生,一般生,一般生,-,-,-,-,-,指考分發生,指考分發生,指考分發生,-,-,-,-,-,一般生,一般生,一般生,-,-,-,-,-
410176007,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410176008,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410176009,男性,男性,男性,男性,男性,男性,男性,男性,原住民,原住民,原住民,原住民,原住民,原住民,原住民,原住民,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
